"   Channel,  Energy(keV),   Counts"
"     992,     212.8312,        123"
"     993,     213.0499,        102"
"     994,     213.2686,         96"
"     995,     213.4873,        144"
"     996,     213.7060,        113"
"     997,     213.9248,         98"
"     998,     214.1435,        107"
"     999,     214.3622,        124"
"    1000,     214.5809,        111"
"    1001,     214.7996,        104"
"    1002,     215.0183,        115"
"    1003,     215.2371,        107"
"    1004,     215.4558,        116"
"    1005,     215.6745,        107"
"    1006,     215.8932,        119"
"    1007,     216.1119,        110"
"    1008,     216.3306,        111"
"    1009,     216.5494,        123"
"    1010,     216.7681,        113"
"    1011,     216.9868,        109"
"    1012,     217.2055,        117"
"    1013,     217.4242,        122"
"    1014,     217.6429,        104"
"    1015,     217.8616,        109"
"    1016,     218.0804,         96"
"    1017,     218.2991,        127"
"    1018,     218.5178,         99"
"    1019,     218.7365,        105"
"    1020,     218.9552,        118"
"    1021,     219.1739,        102"
"    1022,     219.3927,        106"
"    1023,     219.6114,        119"
"    1024,     219.8301,        120"
"    1025,     220.0488,        134"
"    1026,     220.2675,        123"
"    1027,     220.4862,        121"
"    1028,     220.7050,        104"
"    1029,     220.9237,        132"
"    1030,     221.1424,         90"
"    1031,     221.3611,        110"
"    1032,     221.5798,        106"
"    1033,     221.7985,        108"
"    1034,     222.0172,        109"
"    1035,     222.2360,        114"
"    1036,     222.4547,        114"
"    1037,     222.6734,        120"
"    1038,     222.8921,        123"
"    1039,     223.1108,        109"
"    1040,     223.3295,        121"
"    1041,     223.5483,        110"
"    1042,     223.7670,        117"
"    1043,     223.9857,        113"
"    1044,     224.2044,        100"
"    1045,     224.4231,        103"
"    1046,     224.6418,        108"
"    1047,     224.8606,        100"
"    1048,     225.0793,         98"
"    1049,     225.2980,        121"
"    1050,     225.5167,         99"
"    1051,     225.7354,        101"
"    1052,     225.9541,         94"
"    1053,     226.1728,        116"
"    1054,     226.3916,         98"
"    1055,     226.6103,        102"
"    1056,     226.8290,        103"
"    1057,     227.0477,        100"
"    1058,     227.2664,        109"
"    1059,     227.4851,        112"
"    1060,     227.7039,         92"
"    1061,     227.9226,        103"
"    1062,     228.1413,         99"
"    1063,     228.3600,        114"
"    1064,     228.5787,        110"
"    1065,     228.7974,        101"
"    1066,     229.0162,        100"
"    1067,     229.2349,        120"
"    1068,     229.4536,        101"
"    1069,     229.6723,        126"
"    1070,     229.8910,        105"
"    1071,     230.1097,        100"
"    1072,     230.3285,         97"
"    1073,     230.5472,        103"
"    1074,     230.7659,        121"
"    1075,     230.9846,        108"
"    1076,     231.2033,        111"
"    1077,     231.4220,        119"
"    1078,     231.6407,        108"
"    1079,     231.8595,        138"
"    1080,     232.0782,        117"
"    1081,     232.2969,        114"
"    1082,     232.5156,        115"
"    1083,     232.7343,        109"
"    1084,     232.9530,        108"
"    1085,     233.1718,        113"
"    1086,     233.3905,        102"
"    1087,     233.6092,        128"
"    1088,     233.8279,         98"
"    1089,     234.0466,         97"
"    1090,     234.2653,        104"
"    1091,     234.4841,        107"
"    1092,     234.7028,        102"
"    1093,     234.9215,        110"
"    1094,     235.1402,         98"
"    1095,     235.3589,        102"
"    1096,     235.5776,        116"
"    1097,     235.7963,         98"
"    1098,     236.0151,        112"
"    1099,     236.2338,        107"
"    1100,     236.4525,        118"
"    1101,     236.6712,        100"
"    1102,     236.8899,        104"
"    1103,     237.1086,        104"
"    1104,     237.3274,         99"
"    1105,     237.5461,        104"
"    1106,     237.7648,        105"
"    1107,     237.9835,        100"
"    1108,     238.2022,         99"
"    1109,     238.4209,         89"
"    1110,     238.6397,        117"
"    1111,     238.8584,        100"
"    1112,     239.0771,        115"
"    1113,     239.2958,        102"
"    1114,     239.5145,        103"
"    1115,     239.7332,        110"
"    1116,     239.9519,        114"
"    1117,     240.1707,         99"
"    1118,     240.3894,        100"
"    1119,     240.6081,        102"
"    1120,     240.8268,        108"
"    1121,     241.0455,        110"
"    1122,     241.2642,         95"
"    1123,     241.4830,        100"
"    1124,     241.7017,         95"
"    1125,     241.9204,        103"
"    1126,     242.1391,         89"
"    1127,     242.3578,         95"
"    1128,     242.5765,         96"
"    1129,     242.7953,         86"
"    1130,     243.0140,        116"
"    1131,     243.2327,        107"
"    1132,     243.4514,         92"
"    1133,     243.6701,        120"
"    1134,     243.8888,        106"
"    1135,     244.1075,        118"
"    1136,     244.3263,        104"
"    1137,     244.5450,        103"
"    1138,     244.7637,        102"
"    1139,     244.9824,        101"
"    1140,     245.2011,        105"
"    1141,     245.4198,        105"
"    1142,     245.6386,         86"
"    1143,     245.8573,        101"
"    1144,     246.0760,        102"
"    1145,     246.2947,        110"
"    1146,     246.5134,        118"
"    1147,     246.7321,        118"
"    1148,     246.9509,         95"
"    1149,     247.1696,        114"
"    1150,     247.3883,        102"
"    1151,     247.6070,        116"
"    1152,     247.8257,         70"
"    1153,     248.0444,        107"
"    1154,     248.2631,         89"
"    1155,     248.4819,         91"
"    1156,     248.7006,         99"
"    1157,     248.9193,         99"
"    1158,     249.1380,        100"
"    1159,     249.3567,        101"
"    1160,     249.5754,        101"
"    1161,     249.7942,        107"
"    1162,     250.0129,        115"
"    1163,     250.2316,        103"
"    1164,     250.4503,        108"
"    1165,     250.6690,         92"
"    1166,     250.8877,        112"
"    1167,     251.1065,        100"
"    1168,     251.3252,        106"
"    1169,     251.5439,        101"
"    1170,     251.7626,        117"
"    1171,     251.9813,         99"
"    1172,     252.2000,         92"
"    1173,     252.4187,         85"
"    1174,     252.6375,         93"
"    1175,     252.8562,         93"
"    1176,     253.0749,        101"
"    1177,     253.2936,        101"
"    1178,     253.5123,         94"
"    1179,     253.7310,        101"
"    1180,     253.9498,         96"
"    1181,     254.1685,        112"
"    1182,     254.3872,         86"
"    1183,     254.6059,         84"
"    1184,     254.8246,         83"
"    1185,     255.0433,         88"
"    1186,     255.2621,         86"
"    1187,     255.4808,         98"
"    1188,     255.6995,         97"
"    1189,     255.9182,         86"
"    1190,     256.1369,         96"
"    1191,     256.3556,         93"
"    1192,     256.5743,         75"
"    1193,     256.7931,         92"
"    1194,     257.0118,         91"
"    1195,     257.2305,        106"
"    1196,     257.4492,         96"
"    1197,     257.6679,         98"
"    1198,     257.8866,         98"
"    1199,     258.1054,         84"
"    1200,     258.3241,         85"
"    1201,     258.5428,         74"
"    1202,     258.7615,        122"
"    1203,     258.9802,         91"
"    1204,     259.1989,        109"
"    1205,     259.4177,        105"
"    1206,     259.6364,         88"
"    1207,     259.8551,        100"
"    1208,     260.0738,         90"
"    1209,     260.2925,         82"
"    1210,     260.5112,        106"
"    1211,     260.7299,         97"
"    1212,     260.9487,         92"
"    1213,     261.1674,         99"
"    1214,     261.3861,         91"
"    1215,     261.6048,         93"
"    1216,     261.8235,         95"
